Timestamp,SpeedRef,ENC1Speed,FC1Speed,FC2Speed,ENC1Position,FC1Position,FC2Position,FC3Position,FC1Torque,FC2Torque,FC3Torque,AntiBacklashEnabled,Offset,BaseTorque,GainTorque,LoadTorque,MaxTorque,SlaveDroop,MasterDroop,SlaveDelay,DegreeOffset,DegreeGain,Running,TestIndex,AntiBacklashMode
2025-08-07 14:15:27.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07 14:15:27.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07 14:15:27.587,0,0,0,0,0,0,0,-6.93682e-310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07 14:15:27.757,0,0,0,0,0,0,0,-6.93682e-310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07 14:15:28.766,0,0,0,0,0,0,0,-6.93682e-310,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 14:16:00.412,0,0,0,0,118053,0,0,-6.93682e-310,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 14:16:02.922,0,0,0,0,118053,0,0,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 14:16:03.092,0,0,0,0,118053,-1,0,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,0
2025-08-07 14:16:25.969,0,0,0,0,118053,-1,0,-1,0,0,0,0,1,3,6,4,5,0,0,0,0,0,0,0,4
2025-08-07 14:16:26.189,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.499,0,0,0,0,0,0,0,1,-0.000343502,0,-0.00243016,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.509,0,0,0,0,0,0,0,1,-0.000638537,0,-0.00451743,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.519,0,0,0,0,-0.00549325,0,0,0,-0.000625836,7.53126e-05,-0.00442758,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.539,0,0,0,0,0,0,0,0,0.000844879,0.000789162,-0.00282888,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.549,0,0,0,0,0,0,0,0,0.000844879,0.00123753,-0.00359044,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.559,0,0,0,0,0,0,0,0,0.00127169,0.00150099,-0.00272481,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.579,0,0,0,0,0.00549325,0,0,0,0.000417857,0.00145594,-0.000699749,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.589,0,0.10472,0,0,0,0,0,0,-0.000279511,0.00120375,-0.00212308,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.599,0,0,0,0,-0.00549325,0,0,0,-0.00085494,0.000794675,-0.0033982,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.609,0,0.10472,0,0,0,0,0,0,-0.00100469,0.000179382,-0.0108696,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.629,0,0.10472,0,0,0.00549325,0,0,0,-0.000519902,0.000356453,-0.070396,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.639,0,0,0,0,0.0109865,0,0,0,-0.000302292,0.000356453,-0.0972015,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.649,0,0,0,0,0.00549325,0,0,0,-0.000302292,1.7091e-05,-0.113511,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.669,0,0,0,0,0.00549325,0,0,0,0.000767927,-0.00152569,-0.138937,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.679,0,0,0,0,0,0,0,0,0.00106802,-0.00213995,-0.145485,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.689,0,0,0,0,0.021973,0,0,0,0.00117468,-0.00243731,-0.144925,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.699,0,0,0,0,-0.0109865,0,0,0,0.00114873,-0.00243222,-0.136653,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.709,0,0.10472,0,0,-0.00549325,0,0,0,0.0010398,-0.00223357,-0.124632,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.719,0,0,0,0,0.021973,0,0,0,0.0010398,-0.00192674,-0.115435,0,1,3,6,4,5,0,0,0,0,0,1,1,4
2025-08-07 14:16:26.729,0,0,0,0,-0.00549325,0,0,0,0.00071682,-0.00157517,-0.113584,0,1,3,6,4,5,0,0,0,0,0,1,1,4
